목적지명_통합,목적지X좌표,목적지Y좌표,방문건수,표시용행정구역,festival_period,is_weekend,요일
세븐일레븐/공주유구본점,126.951291865757,36.5537053929359,1.0,유구읍,전체기간,1,Saturday
세븐일레븐/대전도마삼정점,127.373922954534,36.3237617199245,1.0,대전광역시 서구,전체기간,1,Saturday
세븐일레븐/대전신성대림점,127.35138894626068,36.38765310589757,1.0,대전광역시 유성구,전체기간,1,Sunday
세븐일레븐/대전전민중앙점,127.401401260866,36.3979544670097,1.0,대전광역시 유성구,전체기간,1,Sunday
세븐일레븐/대전현충원로점,127.30770415311,36.3586945582636,1.0,대전광역시 유성구,전체기간,1,Sunday
세븐일레븐/동학사사랑점,127.252101656795,36.365109615041,4.0,반포면,전체기간,0,Thursday
세븐일레븐/부여리조트점,126.900730840861,36.3039746038541,2.0,충청남도 부여군,전체기간,0,Wednesday
세븐일레븐/세종고운프라디움점,127.23969646234023,36.50249266437904,1.0,세종특별자치시,전체기간,0,Friday
세븐일레븐/세종도담중앙점,127.258397384829,36.5152121681502,1.0,세종특별자치시,전체기간,0,Tuesday
세븐일레븐/완주신리점,127.20940767722956,35.769385354963646,1.0,전라북도 완주군,전체기간,1,Saturday
세븐일레븐/진천백곡로드점,127.378726359659,36.8819036160899,1.0,충청북도 진천군,전체기간,0,Thursday
세븐일레븐/청주분평점,127.491032538481,36.6085819631111,1.0,충청북도 청주시 서원구,전체기간,0,Friday
세안느뷰티,127.445282799022,36.3590108309984,1.0,대전광역시 대덕구,전체기간,0,Monday
세연농산,127.1165502615509,36.481140627011904,1.0,신관동,전체기간,0,Thursday
세원아구찜해물탕,127.51359755743276,36.61080906316775,2.0,충청북도 청주시 상당구,전체기간,0,Thursday
세이브존/대전점,127.395753285138,36.3515918565673,7.0,대전광역시 서구,전체기간,1,Saturday
세종365의원,127.302199030246,36.4896029751314,1.0,세종특별자치시,전체기간,0,Wednesday
세종BMX경기장,127.26801728631337,36.522954370736834,1.0,세종특별자치시,전체기간,0,Friday
세종고려정형외과의원,127.28838430289356,36.478019442941786,1.0,세종특별자치시,전체기간,0,Friday
세종공주축산농협경제사업장,127.103370893925,36.4904760675648,1.0,신관동,전체기간,0,Wednesday
세종국민건강의원,127.25489671036316,36.49148237193942,2.0,세종특별자치시,전체기간,1,Saturday
세종권약국,127.254871076666,36.4914932405809,2.0,세종특별자치시,전체기간,0,Thursday
세종꿈의교회,127.256147254217,36.4787706642771,1.0,세종특별자치시,전체기간,1,Saturday
세종남부지역자활센터,127.246759980239,36.5025269262158,1.0,세종특별자치시,전체기간,0,Thursday
세종냉면콩국수,127.25086937834334,36.51966551541153,2.0,세종특별자치시,전체기간,0,Thursday
세종다온동물병원,127.299852225485,36.4853121813655,2.0,세종특별자치시,전체기간,0,Monday
세종다온약국,127.256376708176,36.4888054678959,1.0,세종특별자치시,전체기간,1,Sunday
세종대왕폰,127.289747723217,36.4785748583714,1.0,세종특별자치시,전체기간,0,Monday
세종레스텔,127.2816548034,36.5621886977732,6.0,세종특별자치시,전체기간,0,Thursday
세종로또방,127.280699116283,36.4615519526878,1.0,세종특별자치시,전체기간,0,Thursday
세종로컬푸드싱싱장터/3호점,127.256446460129,36.4869435266938,14.0,세종특별자치시,전체기간,1,Sunday
세종마루공원,127.290786368982,36.4817984771058,1.0,세종특별자치시,전체기간,0,Monday
세종마치,127.27155136134628,36.50419427926775,1.0,세종특별자치시,전체기간,0,Monday
세종메디피아,127.261993885591,36.4799330822516,1.0,세종특별자치시,전체기간,0,Tuesday
세종멘토공인중개사사무소,127.24871118645444,36.48718789328876,1.0,세종특별자치시,전체기간,0,Monday
세종문화예술회관,127.287294578158,36.5997961474873,1.0,세종특별자치시,전체기간,1,Saturday
세종바른유외과의원,127.2618141312144,36.48023626603028,1.0,세종특별자치시,전체기간,0,Wednesday
세종베스트치과의원,127.249473472931,36.5119113147203,1.0,세종특별자치시,전체기간,0,Tuesday
세종베이비파크,127.26216292706452,36.48241269878437,2.0,세종특별자치시,전체기간,0,Wednesday
세종벽돌,127.182074881635,36.4880660543968,1.0,월송동,전체기간,1,Saturday
세종사회적경제공동체센터,127.26097992900364,36.51563909949065,1.0,세종특별자치시,전체기간,0,Tuesday
세종상품권,127.258864786573,36.4859290082532,1.0,세종특별자치시,전체기간,0,Wednesday
세종성모내과의원,127.26217153797526,36.50748464961182,1.0,세종특별자치시,전체기간,1,Saturday
세종성모소아청소년과의원,127.28970662086697,36.47862452185933,1.0,세종특별자치시,전체기간,0,Friday
세종성요한성당,127.25499394535017,36.487098034033046,5.0,세종특별자치시,전체기간,0,Tuesday
세종성프란치스코성당,127.23335372398,36.5135155493971,4.0,세종특별자치시,전체기간,1,Sunday
세종셀프바베큐,127.196097261066,36.481313977847,3.0,세종특별자치시,전체기간,1,Sunday
세종속편한내과의원,127.248932669119,36.51140960052528,1.0,세종특별자치시,전체기간,0,Tuesday
세종숯불갈비,127.25913226238434,36.48984215428206,1.0,세종특별자치시,전체기간,1,Sunday
세종스타치과의원,127.257755944221,36.4901037674479,2.0,세종특별자치시,전체기간,0,Wednesday
세종스파찜질방,127.22319768706,36.4982162437646,16.0,세종특별자치시,전체기간,0,Tuesday
