목적지명_통합,목적지X좌표,목적지Y좌표,방문건수,표시용행정구역,festival_period,is_weekend,요일
무인호텔J2,127.24128942927894,36.35841850562065,4.0,반포면,전체기간,1,Saturday
무조건회센터,127.132312935031,36.4709784606584,3.0,신관동,전체기간,0,Friday
무조건회수산,127.130840858763,36.469311975511,4.0,신관동,전체기간,1,Saturday
무주반딧불시장,127.65405531933284,36.00461869754031,1.0,전라북도 무주군,전체기간,1,Sunday
무주반딧불축제,127.6615542389301,36.002766131677475,1.0,전라북도 무주군,전체기간,1,Saturday
무지개탕후루,127.13162750690444,37.51561023862652,1.0,서울특별시 송파구,전체기간,0,Friday
무지개펜션,127.02277805811303,36.52709808740264,2.0,사곡면,전체기간,1,Saturday
무진골식당,127.42788318953892,36.45256667582464,1.0,대전광역시 대덕구,전체기간,0,Friday
무창포항,126.537013062302,36.2488573086794,2.0,충청남도 보령시,전체기간,0,Friday
무창포해수욕장,126.53663345813,36.2453123693452,7.0,충청남도 보령시,전체기간,0,Friday
무한지대,126.79572801811318,35.13697735010624,1.0,광주광역시 광산구,전체기간,0,Monday
묵향기,127.168118246573,36.7856165504211,2.0,충청남도 천안시 동남구,전체기간,0,Monday
문경신소재,128.28380449361,36.7084276487939,1.0,경상북도 문경시,전체기간,0,Friday
문암생태공원,127.448094318509,36.6743353100414,1.0,충청북도 청주시 흥덕구,전체기간,0,Tuesday
문천보건진료소,127.06551190321,36.630598730731165,1.0,정안면,전체기간,0,Tuesday
문헌서원,126.78555563245396,36.09169946116623,1.0,충청남도 서천군,전체기간,0,Friday
물고기의꿈,127.1391940096306,36.478219406091085,1.0,신관동,전체기간,0,Friday
물사랑수족관,127.04537003841516,37.27260790366596,1.0,경기도 수원시 영통구,전체기간,0,Tuesday
물왕호수,126.836734216734,37.3811774386538,2.0,경기도 시흥시,전체기간,1,Sunday
뮤동물병원,127.26091153154,36.4806167294849,1.0,세종특별자치시,전체기간,0,Wednesday
뮤모텔,127.14366249809916,36.46251040139745,14.0,신관동,전체기간,1,Sunday
미강펜션,127.25263653085,36.3633525423815,1.0,반포면,전체기간,1,Saturday
미경이네퓨전마차,127.3947807501451,36.31142058762384,1.0,대전광역시 중구,전체기간,1,Saturday
미나리공원,127.122436372594,36.4632016112007,1.0,웅진동,전체기간,0,Friday
미나리깡,126.67282655523574,37.52720202856569,1.0,인천광역시 서구,전체기간,0,Thursday
미나릿길벽화마을,127.1517590862518,36.80075020977409,1.0,충청남도 천안시 동남구,전체기간,0,Tuesday
미다스모텔,129.127075922202,35.565149309414,1.0,울산광역시 울주군,전체기간,0,Thursday
미락/신관점,127.13911579601096,36.47401956899793,4.0,신관동,전체기간,1,Sunday
미락감자탕/탕정역점,127.08658069088332,36.78636616139129,1.0,충청남도 아산시,전체기간,0,Wednesday
미루시스템즈,127.10167735036995,37.40119055659124,1.0,경기도 성남시 분당구,전체기간,1,Sunday
미르섬,127.127702268162,36.4672010869032,208.0,웅진동,전체기간,0,Tuesday
미르테바이혜정,127.03770588812,37.5215845399136,1.0,서울특별시 강남구,전체기간,0,Thursday
미미등갈비/오창직영점,127.427861736278,36.714314087601,1.0,충청북도 청주시 청원구,전체기간,0,Tuesday
미분당/세종새롬점,127.251230260458,36.4869266872876,1.0,세종특별자치시,전체기간,0,Tuesday
미세스커피/신방통정직영점,127.133477372589,36.7747614771054,1.0,충청남도 천안시 동남구,전체기간,1,Sunday
미세스피베리,127.137118038926,36.473644851185,35.0,신관동,전체기간,0,Friday
미소네펜션,126.451206028656,37.0032461058961,1.0,nan nan,전체기간,1,Saturday
미소담치과의원,127.125063710556,36.4563967483638,1.0,중학동,전체기간,0,Monday
미소야/수원호매실점,126.942542297242,37.2739434025449,1.0,경기도 수원시 권선구,전체기간,1,Sunday
미스진햄버거/송탄본점,127.05004616997628,37.08037755881761,1.0,경기도 평택시,전체기간,0,Thursday
미스터피자/세종새롬점,127.251467772337,36.4872118539667,1.0,세종특별자치시,전체기간,1,Sunday
미스터피자/충남대점,127.344015312325,36.3614126033398,1.0,대전광역시 유성구,전체기간,0,Tuesday
미앤맘산부인과의원,127.14117322945252,36.47408926860215,5.0,신관동,전체기간,0,Wednesday
미엔느커피숍,127.13813033831492,36.47015587371564,1.0,신관동,전체기간,0,Wednesday
미원화학/탄천공장,127.05845152529952,36.29971010663559,7.0,탄천면,전체기간,0,Wednesday
미인꼬치,126.91098640135982,36.27341611962108,1.0,충청남도 부여군,전체기간,0,Tuesday
미즈제일여성병원,127.344203464651,36.3525228707561,2.0,대전광역시 유성구,전체기간,0,Thursday
미크맷,127.3527567860456,36.31140418383477,1.0,대전광역시 서구,전체기간,0,Tuesday
미트클럽스토어/유성점,127.30801173992424,36.38952471146498,4.0,대전광역시 유성구,전체기간,0,Friday
미호분식,127.120514109792,36.4437384091845,2.0,금학동,전체기간,0,Friday
민들레감자탕,127.25775482819184,36.49010376985879,1.0,세종특별자치시,전체기간,1,Saturday
밀란국수/개포본점,127.04913808030538,37.47853837789401,1.0,서울특별시 강남구,전체기간,1,Saturday
밀랑떡집,127.004241179014,36.7798536948838,1.0,충청남도 아산시,전체기간,1,Saturday
밀마루전망대,127.255886915028,36.5054706973421,2.0,세종특별자치시,전체기간,1,Saturday
밀목재카페&브런치,127.24831900583644,36.34038456501689,10.0,반포면,전체기간,1,Saturday
밀물떼,127.252025472284,36.3635469610966,1.0,반포면,전체기간,1,Saturday
바나나테이블/천안아산점,127.107864570751,36.7895756556626,1.0,충청남도 아산시,전체기간,1,Sunday
바낙스/대전점,127.36678686504672,36.35469240117345,1.0,대전광역시 서구,전체기간,0,Monday
바다수퍼해물천하조개구이/대전유성점,127.34397996518304,36.35743131533496,1.0,대전광역시 유성구,전체기간,1,Saturday
바디앤솔필라테스/고운점,127.235612205362,36.5190586114548,1.0,세종특별자치시,전체기간,0,Friday
바디앤솔필라테스/나성점,127.257620493074,36.4909907984932,2.0,세종특별자치시,전체기간,0,Tuesday
바디앤솔필라테스/소담점,127.299865644743,36.4853193568985,1.0,세종특별자치시,전체기간,0,Thursday
바디앤솔필라테스/신관점,127.140006666402,36.474117036402,5.0,신관동,전체기간,0,Friday
바디프랜드/세종라운지,127.25632575423464,36.49908236660244,1.0,세종특별자치시,전체기간,0,Friday
바디피티/공주점,127.152838842079,36.4758113625468,8.0,월송동,전체기간,0,Monday
바람처럼구름처럼,127.0191990086019,36.55694351685922,1.0,사곡면,전체기간,1,Sunday
바로그집/괴정점,127.388523979611,36.3405599613096,1.0,대전광역시 서구,전체기간,0,Tuesday
바로그집/한밭대점,127.299223920702,36.3484048313618,1.0,대전광역시 유성구,전체기간,1,Saturday
바로세움병원,127.34614857917262,36.3520089889135,1.0,대전광역시 유성구,전체기간,0,Friday
바르다김선생/홈플러스세종점,127.258800035777,36.5073892796638,1.0,세종특별자치시,전체기간,0,Thursday
바른갈비,127.689502913409,36.9275557369546,1.0,충청북도 음성군,전체기간,0,Thursday
바른갈비탕,127.29023625542,36.4779176280514,1.0,세종특별자치시,전체기간,1,Saturday
바른길내과의원,127.324730895797,36.2991608155083,1.0,대전광역시 서구,전체기간,0,Monday
바른나무목공아카데미,127.1692112697284,36.37583016892002,2.0,계룡면,전체기간,1,Saturday
바른정형외과의원,127.133729491461,36.4692008939106,6.0,신관동,전체기간,0,Thursday
바른찬,127.13603776717572,36.47399149006134,8.0,신관동,전체기간,0,Wednesday
바른초밥/세종점,127.23517402408,36.4982175692116,1.0,세종특별자치시,전체기간,1,Saturday
바른치킨/세종새롬점,127.24748934391914,36.48689124939871,1.0,세종특별자치시,전체기간,1,Saturday
바를추한방병원,127.109688812486,36.8204154321447,3.0,충청남도 천안시 서북구,전체기간,1,Saturday
바베큐7892,127.26570604163952,36.36618415559808,4.0,반포면,전체기간,1,Saturday
바보아저씨,127.134284969261,36.4723672026274,6.0,신관동,전체기간,0,Monday
바위꽃,127.176201604862,37.23793680304253,1.0,경기도 용인시 처인구,전체기간,0,Thursday
바이셀골프/송파오륜점,127.143604126642,37.5062717972848,1.0,경기도 하남시,전체기간,0,Wednesday
바이아크,126.91074215822718,36.27288423415271,2.0,충청남도 부여군,전체기간,0,Monday
바이언드컴퍼니,127.112785980824,36.5731333521967,1.0,정안면,전체기간,0,Tuesday
바이콩즈,127.256136200697,36.365491208314,6.0,반포면,전체기간,1,Sunday
바인밸리,127.099787458622,36.5376095553946,11.0,정안면,전체기간,0,Friday
바티안,127.152561590749,36.4196788729382,2.0,계룡면,전체기간,0,Tuesday
박경규항아리보쌈/호매실점,126.95549306206084,37.27163330508447,1.0,경기도 수원시 권선구,전체기간,0,Monday
박군치킨/새롬점,127.24840747373908,36.487137159954464,3.0,세종특별자치시,전체기간,0,Monday
박동진판소리전수관,127.17125402990938,36.457924621488594,2.0,월송동,전체기간,1,Sunday
박물관옆돈까스,127.126063997156,36.4546331734096,7.0,옥룡동,전체기간,0,Tuesday
박봉명생갈비,127.345831765714,36.3584623211319,3.0,대전광역시 유성구,전체기간,0,Monday
박승룡한의원,127.249941107238,36.5031943683687,2.0,세종특별자치시,전체기간,0,Wednesday
박씨국시,127.339269276294,36.3373755800051,2.0,대전광역시 유성구,전체기간,0,Friday
박씨부엌,127.25762163299,36.4909980052877,1.0,세종특별자치시,전체기간,0,Wednesday
박연문화관,127.26382678557968,36.49854154274649,2.0,세종특별자치시,전체기간,0,Wednesday
박찬호기념관,127.126702430036,36.4590353458374,18.0,웅진동,전체기간,1,Saturday
박현서헤어홀릭,127.385037016246,36.4349488935146,1.0,대전광역시 유성구,전체기간,0,Friday
반갑소농장,127.031555423082,36.5628127751117,1.0,사곡면,전체기간,1,Sunday
반곡타워,127.302556953365,36.4900940993289,3.0,세종특별자치시,전체기간,0,Wednesday
반산2리마을회관,126.866706358351,36.2749051894268,1.0,충청남도 부여군,전체기간,1,Sunday
반산낚시,126.86837538614,36.2725062630451,1.0,충청남도 부여군,전체기간,0,Friday
반석골프연습장,127.312654399294,36.3918430771986,2.0,대전광역시 유성구,전체기간,0,Thursday
반석돈가스,127.410215336472,36.323019063214,1.0,대전광역시 중구,전체기간,0,Thursday
반석드림팜약국,127.312672233173,36.3918430305156,1.0,대전광역시 유성구,전체기간,1,Saturday
반월소바,127.08248554184706,36.20293903784072,5.0,충청남도 논산시,전체기간,1,Sunday
반죽동247,127.12262502910862,36.45264337953186,2.0,중학동,전체기간,0,Friday
반줄김밥,127.123726206671,36.4576707408874,3.0,중학동,전체기간,0,Friday
반촌리마을회관,127.106231592235,36.5081685095014,1.0,우성면,전체기간,1,Saturday
반포가든,127.257441449333,36.38671102159,6.0,반포면,전체기간,1,Saturday
반포면보건지소,127.250720990283,36.3973637239083,1.0,반포면,전체기간,0,Tuesday
반포시골집,127.251858438255,36.4060143453056,1.0,반포면,전체기간,1,Sunday
반포어죽,127.253052866165,36.3960710406685,7.0,반포면,전체기간,1,Saturday
발리모텔/휴업중,127.253386430537,36.3671021198188,2.0,반포면,전체기간,1,Sunday
밝은누리안과병원,127.38075139508533,36.35157931951893,1.0,대전광역시 서구,전체기간,0,Monday
밤골농장식당,127.12478424763648,36.64643060218791,22.0,정안면,전체기간,0,Thursday
밤쌀당,127.140200380185,36.47467008218,8.0,신관동,전체기간,0,Friday
밤잉도넛,127.141246556605,36.4719563523447,6.0,신관동,전체기간,0,Friday
밥꽃하나피었네/[한식],127.17741782311612,36.33251130000838,15.0,충청남도 논산시,전체기간,1,Saturday
밥끼/공주법원점,127.13936165174,36.4779909420119,1.0,신관동,전체기간,0,Tuesday
밥한톨,127.37307882693256,36.352261378305165,1.0,대전광역시 서구,전체기간,0,Monday
방광마을회관,127.463362690734,35.2612575375331,1.0,전라남도 구례군,전체기간,0,Friday
방아머리선착장,126.574421743596,37.2963561242538,1.0,경기도 안산시 단원구,전체기간,1,Sunday
방일해장국/공주점,127.1315513,36.4700613,6.0,신관동,전체기간,0,Wednesday
방일해장국/옥룡점,127.121813923108,36.4650068584699,2.0,웅진동,전체기간,1,Saturday
방일해장국/유성점,127.303402732375,36.3607908785678,5.0,대전광역시 유성구,전체기간,1,Saturday
방차옥신경과의원,126.62952677467506,36.89452332254398,1.0,충청남도 당진시,전체기간,0,Friday
방포해수욕장,126.332706333965,36.5093289755728,1.0,충청남도 태안군,전체기간,1,Saturday
배꼽/[한식],127.1330906341345,36.47203390035014,14.0,신관동,전체기간,0,Thursday
배꼽부엉이,127.128674367873,36.4712284109362,2.0,신관동,전체기간,0,Tuesday
배누리교육농장,128.051670710816,34.9658764164886,1.0,경상남도 사천시,전체기간,1,Saturday
배떡/기흥역점,127.1121105986388,37.27576220577517,1.0,경기도 용인시 기흥구,전체기간,0,Friday
배뫼산축구장,127.116247986092,37.4275868891036,1.0,경기도 성남시 중원구,전체기간,0,Friday
배방조개구이,127.074003176502,36.771564813139,1.0,충청남도 아산시,전체기간,1,Sunday
배산체육공원,126.940586444599,35.9607323665527,2.0,전라북도 익산시,전체기간,1,Sunday
배스킨라빈스/공주신관점,127.13786872748544,36.47372696084254,6.0,신관동,전체기간,0,Friday
배스킨라빈스/공주중동점,127.12428602008,36.454369197314,9.0,중학동,전체기간,0,Thursday
배스킨라빈스/논산내동점,127.09809239570043,36.190976402496936,1.0,충청남도 논산시,전체기간,0,Wednesday
배스킨라빈스/대전가장점,127.3828444829836,36.33241813286189,1.0,대전광역시 서구,전체기간,1,Saturday
배스킨라빈스/서초우면점,127.02562421744996,37.46466845413399,1.0,서울특별시 서초구,전체기간,0,Friday
배스킨라빈스/세종고운점,127.24113149429304,36.51171489494339,1.0,세종특별자치시,전체기간,1,Saturday
배스킨라빈스/세종나성점,127.25973011169825,36.48940469435905,2.0,세종특별자치시,전체기간,1,Saturday
배스킨라빈스/세종도담점,127.2587797371456,36.51403443299885,1.0,세종특별자치시,전체기간,1,Sunday
배스킨라빈스/세종반곡점,127.3118559621098,36.49793904521718,1.0,세종특별자치시,전체기간,1,Saturday
배스킨라빈스/세종한솔점,127.2519842343624,36.47610849183209,1.0,세종특별자치시,전체기간,1,Sunday
배스킨라빈스/아산둔포점,127.054592372083,36.923852210277445,1.0,충청남도 아산시,전체기간,0,Monday
배스킨라빈스/전북김제점,126.89909505430612,35.80332458254085,1.0,전라북도 김제시,전체기간,0,Monday
